"","file_id","table","cluster","row","text.true","truth_entered_by"
"456","UCD_Lehmann_0407",1,1,6,"5.99","Yanxi"
"457","UCD_Lehmann_0407",1,1,7,"5.99","Yanxi"
"458","UCD_Lehmann_0407",1,1,8,"6.49","Yanxi"
"459","UCD_Lehmann_0407",1,1,9,"6.95","Yanxi"
"460","UCD_Lehmann_0407",1,1,10,"7.99","Yanxi"
"461","UCD_Lehmann_0407",1,1,11,"8.95","Yanxi"
"462","UCD_Lehmann_0407",1,1,12,"8.99","Yanxi"
"463","UCD_Lehmann_0407",1,1,13,"9.95","Yanxi"
"464","UCD_Lehmann_0407",1,1,14,"9.95","Yanxi"
"465","UCD_Lehmann_0407",1,1,15,"14.95","Yanxi"
"466","UCD_Lehmann_0407",1,2,1,"43.10","Yanxi"
"467","UCD_Lehmann_0407",1,2,2,"53.90","Yanxi"
"468","UCD_Lehmann_0407",1,2,3,"53.90","Yanxi"
"469","UCD_Lehmann_0407",1,2,4,"59.30","Yanxi"
"470","UCD_Lehmann_0407",1,2,5,"64.70","Yanxi"
"471","UCD_Lehmann_0407",1,2,6,"64.70","Yanxi"
"472","UCD_Lehmann_0407",1,2,7,"64.70","Yanxi"
"473","UCD_Lehmann_0407",1,2,8,"70.10","Yanxi"
"474","UCD_Lehmann_0407",1,2,9,"75.05","Yanxi"
"475","UCD_Lehmann_0407",1,2,10,"86.30","Yanxi"
"476","UCD_Lehmann_0407",1,2,11,"96.65","Yanxi"
"477","UCD_Lehmann_0407",1,2,12,"97.10","Yanxi"
"478","UCD_Lehmann_0407",1,2,13,"107.45","Yanxi"
"479","UCD_Lehmann_0407",1,2,14,"107.45","Yanxi"
"480","UCD_Lehmann_0407",1,2,15,"161.50","Yanxi"
"481","UCD_Lehmann_0550",1,1,1,"7.95","Yanxi"
"482","UCD_Lehmann_0550",1,1,2,"12.25","Yanxi"
"483","UCD_Lehmann_0550",1,1,3,"17.95","Yanxi"
"484","UCD_Lehmann_0550",1,1,4,"22.50","Yanxi"
"485","UCD_Lehmann_0550",1,1,5,"34.50","Yanxi"
"486","UCD_Lehmann_0550",1,2,1,"85.85","Yanxi"
"487","UCD_Lehmann_0550",1,2,2,"132.50","Yanxi"
"488","UCD_Lehmann_0550",1,2,3,"193.85","Yanxi"
"489","UCD_Lehmann_0550",1,2,4,"243.00","Yanxi"
"490","UCD_Lehmann_0550",1,2,5,"372.60","Yanxi"
"491","UCD_Lehmann_0550",2,3,1,"1.39","Yanxi"
"492","UCD_Lehmann_0550",2,3,2,"1.99","Yanxi"
"493","UCD_Lehmann_0550",2,3,3,"1.99","Yanxi"
"494","UCD_Lehmann_0550",2,3,4,"2.25","Yanxi"
"495","UCD_Lehmann_0550",2,3,5,"2.29","Yanxi"
"496","UCD_Lehmann_0550",2,3,6,"2.49","Yanxi"
"497","UCD_Lehmann_0550",2,3,7,"2.59","Yanxi"
"498","UCD_Lehmann_0550",2,3,8,"2.59","Yanxi"
"499","UCD_Lehmann_0550",2,3,9,"2.59","Yanxi"
"500","UCD_Lehmann_0550",2,3,10,"2.95","Yanxi"
"501","UCD_Lehmann_0550",2,3,11,"2.99","Yanxi"
"502","UCD_Lehmann_0550",2,3,12,"2.99","Yanxi"
"503","UCD_Lehmann_0550",2,3,13,"3.19","Yanxi"
"504","UCD_Lehmann_0550",2,3,14,"3.19","Yanxi"
"505","UCD_Lehmann_0550",2,4,1,"15.12","Yanxi"
"506","UCD_Lehmann_0550",2,4,2,"22.50","Yanxi"
"507","UCD_Lehmann_0550",2,4,3,"22.50","Yanxi"
"508","UCD_Lehmann_0550",2,4,4,"24.50","Yanxi"
"509","UCD_Lehmann_0550",2,4,5,"24.73","Yanxi"
"510","UCD_Lehmann_0550",2,4,6,"26.90","Yanxi"
"511","UCD_Lehmann_0550",2,4,7,"27.97","Yanxi"
"512","UCD_Lehmann_0550",2,4,8,"29.85","Yanxi"
"513","UCD_Lehmann_0550",2,4,9,"29.85","Yanxi"
"514","UCD_Lehmann_0550",2,4,10,"31.86","Yanxi"
"515","UCD_Lehmann_0550",2,4,11,"32.30","Yanxi"
"516","UCD_Lehmann_0550",2,4,12,"32.30","Yanxi"
"517","UCD_Lehmann_0550",2,4,13,"34.45","Yanxi"
"518","UCD_Lehmann_0550",2,4,14,"34.45","Yanxi"
"519","UCD_Lehmann_0550",3,5,1,"14.96","Yanxi"
"520","UCD_Lehmann_0550",3,5,2,"17.96","Yanxi"
"521","UCD_Lehmann_0550",3,5,3,"17.96","Yanxi"
"522","UCD_Lehmann_0550",3,5,4,"17.96","Yanxi"
"523","UCD_Lehmann_0558",1,1,1,"3.10","Yanxi"
"524","UCD_Lehmann_0558",1,1,2,"6.60","Yanxi"
"525","UCD_Lehmann_0558",1,1,3,"3.10","Yanxi"
"526","UCD_Lehmann_0558",1,1,4,"3.10","Yanxi"
"527","UCD_Lehmann_0558",1,1,5,"6.60","Yanxi"
"528","UCD_Lehmann_0558",1,1,6,"7.39","Yanxi"
"529","UCD_Lehmann_0558",1,1,7,"14.00","Yanxi"
"530","UCD_Lehmann_0558",1,1,8,"6.65","Yanxi"
"531","UCD_Lehmann_0558",1,1,9,"6.65","Yanxi"
"532","UCD_Lehmann_0558",1,1,10,"2.79","Yanxi"
"533","UCD_Lehmann_0558",1,1,11,"3.19","Yanxi"
"534","UCD_Lehmann_0558",1,1,12,"3.19","Yanxi"
"535","UCD_Lehmann_0558",1,1,13,"3.49","Yanxi"
"536","UCD_Lehmann_0558",1,1,14,"2.79","Yanxi"
"537","UCD_Lehmann_0558",1,1,15,"3.49","Yanxi"
"538","UCD_Lehmann_0558",1,1,16,"3.65","Yanxi"
"539","UCD_Lehmann_0558",1,1,17,"1.69","Yanxi"
"540","UCD_Lehmann_0558",1,1,18,"3.29","Yanxi"
"541","UCD_Lehmann_0558",1,1,19,"1.59","Yanxi"
"542","UCD_Lehmann_0558",1,1,20,"3.10","Yanxi"
"543","UCD_Lehmann_0558",1,2,1,"33.48","Yanxi"
"544","UCD_Lehmann_0558",1,2,2,"23.76","Yanxi"
"545","UCD_Lehmann_0558",1,2,3,"33.48","Yanxi"
"546","UCD_Lehmann_0558",1,2,4,"33.48","Yanxi"
"547","UCD_Lehmann_0558",1,2,5,"23.76","Yanxi"
"548","UCD_Lehmann_0558",1,2,6,"79.80","Yanxi"
"549","UCD_Lehmann_0558",1,2,7,"151.25","Yanxi"
"550","UCD_Lehmann_0558",1,2,8,"72.00","Yanxi"
"551","UCD_Lehmann_0558",1,2,9,"72.00","Yanxi"
"552","UCD_Lehmann_0558",1,2,10,"30.15","Yanxi"
"553","UCD_Lehmann_0558",1,2,11,"34.45","Yanxi"
"554","UCD_Lehmann_0558",1,2,12,"34.45","Yanxi"
"555","UCD_Lehmann_0558",1,2,13,"37.70","Yanxi"
"556","UCD_Lehmann_0558",1,2,14,"30.15","Yanxi"
"557","UCD_Lehmann_0558",1,2,15,"37.70","Yanxi"
"558","UCD_Lehmann_0558",1,2,16,"39.40","Yanxi"
"559","UCD_Lehmann_0558",1,2,17,"18.25","Yanxi"
"560","UCD_Lehmann_0558",1,2,18,"17.77","Yanxi"
"561","UCD_Lehmann_0558",1,2,19,"17.15","Yanxi"
"562","UCD_Lehmann_0558",1,2,20,"16.75","Yanxi"
"563","UCD_Lehmann_0558",2,3,1,"1.89","Yanxi"
"564","UCD_Lehmann_0558",2,3,2,"2.79","Yanxi"
"565","UCD_Lehmann_0558",2,3,3,"1.89","Yanxi"
"566","UCD_Lehmann_0558",2,3,4,"1.89","Yanxi"
"567","UCD_Lehmann_0558",2,3,5,"2.79","Yanxi"
"568","UCD_Lehmann_0558",2,3,6,"4.95","Yanxi"
"569","UCD_Lehmann_0558",2,3,7,"4.95","Yanxi"
"570","UCD_Lehmann_0558",2,3,8,"4.77","Yanxi"
"571","UCD_Lehmann_0558",2,3,9,"3.36","Yanxi"
"572","UCD_Lehmann_0558",2,3,10,"3.36","Yanxi"
"573","UCD_Lehmann_0558",2,3,11,"3.52","Yanxi"
"574","UCD_Lehmann_0558",2,3,12,"3.75","Yanxi"
"575","UCD_Lehmann_0558",2,3,13,"3.75","Yanxi"
"576","UCD_Lehmann_0558",2,3,14,"2.99","Yanxi"
"577","UCD_Lehmann_0558",2,3,15,"2.99","Yanxi"
"578","UCD_Lehmann_0558",2,3,16,"3.25","Yanxi"
"579","UCD_Lehmann_0558",2,4,1,"20.50","Yanxi"
"580","UCD_Lehmann_0558",2,4,2,"30.15","Yanxi"
"581","UCD_Lehmann_0558",2,4,3,"20.50","Yanxi"
"582","UCD_Lehmann_0558",2,4,4,"20.50","Yanxi"
"583","UCD_Lehmann_0558",2,4,5,"30.15","Yanxi"
"584","UCD_Lehmann_0558",2,4,6,"53.45","Yanxi"
"585","UCD_Lehmann_0558",2,4,7,"53.45","Yanxi"
"586","UCD_Lehmann_0558",2,4,8,"51.57","Yanxi"
"587","UCD_Lehmann_0558",2,4,9,"36.32","Yanxi"
"588","UCD_Lehmann_0558",2,4,10,"36.32","Yanxi"
"589","UCD_Lehmann_0558",2,4,11,"38.07","Yanxi"
"590","UCD_Lehmann_0558",2,4,12,"40.50","Yanxi"
"591","UCD_Lehmann_0558",2,4,13,"40.50","Yanxi"
"592","UCD_Lehmann_0558",2,4,14,"32.30","Yanxi"
"593","UCD_Lehmann_0558",2,4,15,"32.30","Yanxi"
"594","UCD_Lehmann_0558",2,4,16,"35.10","Yanxi"
"595","UCD_Lehmann_0627",1,1,1,"-","Yanxi"
"596","UCD_Lehmann_0627",1,1,2,"126.50","Yanxi"
"597","UCD_Lehmann_0627",1,1,3,"-","Yanxi"
"598","UCD_Lehmann_0627",1,1,4,"132.25","Yanxi"
"599","UCD_Lehmann_0627",1,1,5,"150.65","Yanxi"
"600","UCD_Lehmann_0627",1,2,1,"-","Yanxi"
"601","UCD_Lehmann_0627",1,2,2,"10.50","Yanxi"
"602","UCD_Lehmann_0627",1,2,3,"-","Yanxi"
"603","UCD_Lehmann_0627",1,2,4,"12.25","Yanxi"
"604","UCD_Lehmann_0627",1,2,5,"13.95","Yanxi"
"605","UCD_Lehmann_0627",1,3,1,"204.00","Yanxi"
"606","UCD_Lehmann_0627",1,3,2,"253.50","Yanxi"
"607","UCD_Lehmann_0627",1,3,3,"370.00","Yanxi"
"608","UCD_Lehmann_0627",1,3,4,"374.50","Yanxi"
"609","UCD_Lehmann_0627",1,3,5,"378.00","Yanxi"
"610","UCD_Lehmann_0627",1,4,1,"18.90","Yanxi"
"611","UCD_Lehmann_0627",1,4,2,"23.45","Yanxi"
"612","UCD_Lehmann_0627",1,4,3,"34.25","Yanxi"
"613","UCD_Lehmann_0627",1,4,4,"34.65","Yanxi"
"614","UCD_Lehmann_0627",1,4,5,"35.00","Yanxi"
"615","UCD_Lehmann_0627",2,5,1,"48.50","Yanxi"
"616","UCD_Lehmann_0627",2,5,2,"53.90","Yanxi"
"617","UCD_Lehmann_0627",2,5,3,"59.30","Yanxi"
"618","UCD_Lehmann_0627",2,5,4,"75.05","Yanxi"
"619","UCD_Lehmann_0627",2,5,5,"129.05","Yanxi"
"620","UCD_Lehmann_0627",2,5,6,"215.45","Yanxi"
"621","UCD_Lehmann_0627",2,6,1,"4.49","Yanxi"
"622","UCD_Lehmann_0627",2,6,2,"4.99","Yanxi"
"623","UCD_Lehmann_0627",2,6,3,"5.49","Yanxi"
"624","UCD_Lehmann_0627",2,6,4,"6.95","Yanxi"
"625","UCD_Lehmann_0627",2,6,5,"11.95","Yanxi"
"626","UCD_Lehmann_0627",2,6,6,"19.95","Yanxi"
"627","UCD_Lehmann_0627",2,7,1,"-","Yanxi"
"628","UCD_Lehmann_0627",2,7,2,"-","Yanxi"
"629","UCD_Lehmann_0627",2,7,3,"64.70","Yanxi"
"630","UCD_Lehmann_0627",2,7,4,"-","Yanxi"
"631","UCD_Lehmann_0627",2,7,5,"124.20","Yanxi"
"632","UCD_Lehmann_0627",2,7,6,"243.00","Yanxi"
"633","UCD_Lehmann_0627",2,8,1,"-","Yanxi"
"634","UCD_Lehmann_0627",2,8,2,"-","Yanxi"
"635","UCD_Lehmann_0627",2,8,3,"5.99","Yanxi"
"636","UCD_Lehmann_0627",2,8,4,"-","Yanxi"
"637","UCD_Lehmann_0627",2,8,5,"11.50","Yanxi"
"638","UCD_Lehmann_0627",2,8,6,"22.50","Yanxi"
"639","UCD_Lehmann_0628",1,1,1,"37.50","Yanxi"
"640","UCD_Lehmann_0628",1,1,2,"32.50","Yanxi"
"641","UCD_Lehmann_0628",1,1,3,"32.50","Yanxi"
"642","UCD_Lehmann_0628",1,1,4,"27.50","Yanxi"
"643","UCD_Lehmann_0628",1,1,5,"26.75","Yanxi"
"644","UCD_Lehmann_0628",2,2,1,"27.50","Yanxi"
"645","UCD_Lehmann_0629",1,1,1,"3.44","Yanxi"
"646","UCD_Lehmann_0629",1,1,2,"3.89","Yanxi"
"647","UCD_Lehmann_0629",1,1,3,"4.19","Yanxi"
"648","UCD_Lehmann_0629",1,1,4,"4.20","Yanxi"
"649","UCD_Lehmann_0629",1,1,5,"4.89","Yanxi"
"650","UCD_Lehmann_0629",1,1,6,"5.19","Yanxi"
"651","UCD_Lehmann_0629",1,1,7,"5.28","Yanxi"
"652","UCD_Lehmann_0629",1,1,8,"5.45","Yanxi"
"653","UCD_Lehmann_0629",1,1,9,"5.50","Yanxi"
"654","UCD_Lehmann_0629",1,2,1,"35.91","Yanxi"
"655","UCD_Lehmann_0629",1,2,2,"39.96","Yanxi"
"656","UCD_Lehmann_0629",1,2,3,"42.66","Yanxi"
"657","UCD_Lehmann_0629",1,2,4,"42.75","Yanxi"
"658","UCD_Lehmann_0629",1,2,5,"48.96","Yanxi"
"659","UCD_Lehmann_0629",1,2,6,"51.66","Yanxi"
"660","UCD_Lehmann_0629",1,2,7,"52.47","Yanxi"
"661","UCD_Lehmann_0629",1,2,8,"54.00","Yanxi"
"662","UCD_Lehmann_0629",1,2,9,"54.45","Yanxi"
"663","UCD_Lehmann_0644",1,1,1,"2.49","Yanxi"
"664","UCD_Lehmann_0644",1,1,2,"3.19","Yanxi"
"665","UCD_Lehmann_0644",1,1,3,"3.29","Yanxi"
"666","UCD_Lehmann_0644",1,2,1,"26.90","Yanxi"
"667","UCD_Lehmann_0644",1,2,2,"34.45","Yanxi"
"668","UCD_Lehmann_0644",1,2,3,"35.55","Yanxi"
"669","UCD_Lehmann_0644",2,3,1,"2.49","Yanxi"
"670","UCD_Lehmann_0644",2,3,2,"2.99","Yanxi"
"671","UCD_Lehmann_0644",2,3,3,"3.29","Yanxi"
"672","UCD_Lehmann_0644",2,3,4,"3.29","Yanxi"
"673","UCD_Lehmann_0644",2,3,5,"3.49","Yanxi"
"674","UCD_Lehmann_0644",2,3,6,"3.49","Yanxi"
"675","UCD_Lehmann_0644",2,4,1,"26.90","Yanxi"
"676","UCD_Lehmann_0644",2,4,2,"32.30","Yanxi"
"677","UCD_Lehmann_0644",2,4,3,"35.55","Yanxi"
"678","UCD_Lehmann_0644",2,4,4,"35.55","Yanxi"
"679","UCD_Lehmann_0644",2,4,5,"37.70","Yanxi"
"680","UCD_Lehmann_0644",2,4,6,"37.70","Yanxi"
"681","UCD_Lehmann_0644",3,5,1,"34.79","Yanxi"
"682","UCD_Lehmann_0644",3,5,2,"34.79","Yanxi"
"683","UCD_Lehmann_0644",3,5,3,"38.25","Yanxi"
"684","UCD_Lehmann_0644",3,5,4,"35.87","Yanxi"
"685","UCD_Lehmann_0644",3,5,5,"38.79","Yanxi"
"686","UCD_Lehmann_0644",3,5,6,"41.72","Yanxi"
"687","UCD_Lehmann_0644",3,5,7,"43.65","Yanxi"
"688","UCD_Lehmann_0644",3,5,8,"48.60","Yanxi"
"689","UCD_Lehmann_0644",3,5,9,"51.75","Yanxi"
"690","UCD_Lehmann_0644",3,5,10,"53.37","Yanxi"
"691","UCD_Lehmann_0644",3,5,11,"54.00","Yanxi"
"692","UCD_Lehmann_0644",3,5,12,"68.40","Yanxi"
"693","UCD_Lehmann_0644",3,6,1,"38.65","Yanxi"
"694","UCD_Lehmann_0644",3,6,2,"38.65","Yanxi"
"695","UCD_Lehmann_0644",3,6,3,"39.85","Yanxi"
"696","UCD_Lehmann_0644",3,6,4,"42.50","Yanxi"
"697","UCD_Lehmann_0644",3,6,5,"43.10","Yanxi"
"698","UCD_Lehmann_0644",3,6,6,"46.35","Yanxi"
"699","UCD_Lehmann_0644",3,6,7,"48.50","Yanxi"
"700","UCD_Lehmann_0644",3,6,8,"54.00","Yanxi"
"701","UCD_Lehmann_0644",3,6,9,"57.50","Yanxi"
"702","UCD_Lehmann_0644",3,6,10,"59.30","Yanxi"
"703","UCD_Lehmann_0644",3,6,11,"60.00","Yanxi"
"704","UCD_Lehmann_0644",3,6,12,"76.00","Yanxi"
"705","UCD_Lehmann_0800",1,1,1,"6.99","Yanxi"
"706","UCD_Lehmann_0800",1,1,2,"7.49","Yanxi"
"707","UCD_Lehmann_0800",1,1,3,"9.95","Yanxi"
"708","UCD_Lehmann_0800",1,1,4,"12.50","Yanxi"
"709","UCD_Lehmann_0800",1,1,5,"14.50","Yanxi"
"710","UCD_Lehmann_0800",1,2,1,"75.50","Yanxi"
"711","UCD_Lehmann_0800",1,2,2,"80.90","Yanxi"
"712","UCD_Lehmann_0800",1,2,3,"107.45","Yanxi"
"713","UCD_Lehmann_0800",1,2,4,"135.00","Yanxi"
"714","UCD_Lehmann_0800",1,2,5,"156.00","Yanxi"
"715","UCD_Lehmann_0800",2,3,1,"-","Yanxi"
"716","UCD_Lehmann_0800",2,3,2,"-","Yanxi"
"717","UCD_Lehmann_0800",2,3,3,"1.59","Yanxi"
"718","UCD_Lehmann_0800",2,3,4,"-","Yanxi"
"719","UCD_Lehmann_0800",2,3,5,"-","Yanxi"
"720","UCD_Lehmann_0800",2,3,6,"1.89","Yanxi"
"721","UCD_Lehmann_0800",2,3,7,"-","Yanxi"
"722","UCD_Lehmann_0800",2,3,8,"-","Yanxi"
"723","UCD_Lehmann_0800",2,3,9,"","Yanxi"
"724","UCD_Lehmann_0800",2,3,10,"1.99","Yanxi"
"725","UCD_Lehmann_0800",2,4,1,"-","Yanxi"
"726","UCD_Lehmann_0800",2,4,2,"-","Yanxi"
"727","UCD_Lehmann_0800",2,4,3,"18.50","Yanxi"
"728","UCD_Lehmann_0800",2,4,4,"-","Yanxi"
"729","UCD_Lehmann_0800",2,4,5,"-","Yanxi"
"730","UCD_Lehmann_0800",2,4,6,"21.50","Yanxi"
"731","UCD_Lehmann_0800",2,4,7,"-","Yanxi"
"732","UCD_Lehmann_0800",2,4,8,"-","Yanxi"
"733","UCD_Lehmann_0800",2,4,9,"","Yanxi"
"734","UCD_Lehmann_0800",2,4,10,"22.50","Yanxi"
"735","UCD_Lehmann_0869",1,1,1,"1.99","Yanxi"
"736","UCD_Lehmann_0869",1,1,2,"1.99","Yanxi"
"737","UCD_Lehmann_0869",1,1,3,"2.99","Yanxi"
"738","UCD_Lehmann_0869",1,1,4,"3.49","Yanxi"
"739","UCD_Lehmann_0869",1,1,5,"3.89","Yanxi"
"740","UCD_Lehmann_0869",1,1,6,"3.99","Yanxi"
"741","UCD_Lehmann_0869",1,1,7,"4.49","Yanxi"
"742","UCD_Lehmann_0869",1,1,8,"4.99","Yanxi"
"743","UCD_Lehmann_0869",1,2,1,"22.50","Yanxi"
"744","UCD_Lehmann_0869",1,2,2,"22.50","Yanxi"
"745","UCD_Lehmann_0869",1,2,3,"32.30","Yanxi"
"746","UCD_Lehmann_0869",1,2,4,"37.70","Yanxi"
"747","UCD_Lehmann_0869",1,2,5,"42.00","Yanxi"
"748","UCD_Lehmann_0869",1,2,6,"43.10","Yanxi"
"749","UCD_Lehmann_0869",1,2,7,"48.50","Yanxi"
"750","UCD_Lehmann_0869",1,2,8,"53.90","Yanxi"
"751","UCD_Lehmann_0869",2,3,1,"5.99","Yanxi"
"752","UCD_Lehmann_0869",2,3,2,"6.49","Yanxi"
"753","UCD_Lehmann_0869",2,3,3,"6.79","Yanxi"
"754","UCD_Lehmann_0869",2,3,4,"6.99","Yanxi"
"755","UCD_Lehmann_0869",2,3,5,"6.99","Yanxi"
"756","UCD_Lehmann_0869",2,3,6,"6.99","Yanxi"
"757","UCD_Lehmann_0869",2,3,7,"7.95","Yanxi"
"758","UCD_Lehmann_0869",2,3,8,"9.95","Yanxi"
"759","UCD_Lehmann_0869",2,4,1,"64.70","Yanxi"
"760","UCD_Lehmann_0869",2,4,2,"70.10","Yanxi"
"761","UCD_Lehmann_0869",2,4,3,"73.35","Yanxi"
"762","UCD_Lehmann_0869",2,4,4,"75.50","Yanxi"
"763","UCD_Lehmann_0869",2,4,5,"75.50","Yanxi"
"764","UCD_Lehmann_0869",2,4,6,"75.50","Yanxi"
"765","UCD_Lehmann_0869",2,4,7,"85.85","Yanxi"
"766","UCD_Lehmann_0869",2,4,8,"107.45","Yanxi"
"767","UCD_Lehmann_0893",1,1,1,"1.99","Yanxi"
"768","UCD_Lehmann_0893",1,1,2,"3.49","Yanxi"
"769","UCD_Lehmann_0893",1,1,3,"3.99","Yanxi"
"770","UCD_Lehmann_0893",1,1,4,"4.09","Yanxi"
"771","UCD_Lehmann_0893",1,1,5,"4.69","Yanxi"
"772","UCD_Lehmann_0893",1,1,6,"4.99","Yanxi"
"773","UCD_Lehmann_0893",1,1,7,"5.19","Yanxi"
"774","UCD_Lehmann_0893",1,1,8,"6.69","Yanxi"
"775","UCD_Lehmann_0893",1,1,9,"5.99","Yanxi"
"776","UCD_Lehmann_0893",1,1,10,"6.99","Yanxi"
"777","UCD_Lehmann_0893",1,1,11,"7.95","Yanxi"
"778","UCD_Lehmann_0893",1,1,12,"9.95","Yanxi"
"779","UCD_Lehmann_0893",1,1,13,"9.95","Yanxi"
"780","UCD_Lehmann_0893",1,1,14,"6.79","Yanxi"
"781","UCD_Lehmann_0893",1,1,15,"7.99","Yanxi"
"782","UCD_Lehmann_0893",1,1,16,"8.95","Yanxi"
"783","UCD_Lehmann_0893",1,1,17,"8.99","Yanxi"
"784","UCD_Lehmann_0893",1,1,18,"9.49","Yanxi"
"785","UCD_Lehmann_0893",1,2,1,"21.50","Yanxi"
"786","UCD_Lehmann_0893",1,2,2,"37.70","Yanxi"
"787","UCD_Lehmann_0893",1,2,3,"43.10","Yanxi"
"788","UCD_Lehmann_0893",1,2,4,"44.15","Yanxi"
"789","UCD_Lehmann_0893",1,2,5,"50.65","Yanxi"
"790","UCD_Lehmann_0893",1,2,6,"53.90","Yanxi"
"791","UCD_Lehmann_0893",1,2,7,"56.05","Yanxi"
"792","UCD_Lehmann_0893",1,2,8,"72.36","Yanxi"
"793","UCD_Lehmann_0893",1,2,9,"64.70","Yanxi"
"794","UCD_Lehmann_0893",1,2,10,"75.70","Yanxi"
"795","UCD_Lehmann_0893",1,2,11,"85.85","Yanxi"
"796","UCD_Lehmann_0893",1,2,12,"107.45","Yanxi"
"797","UCD_Lehmann_0893",1,2,13,"107.45","Yanxi"
"798","UCD_Lehmann_0893",1,2,14,"73.35","Yanxi"
"799","UCD_Lehmann_0893",1,2,15,"86.30","Yanxi"
"800","UCD_Lehmann_0893",1,2,16,"96.65","Yanxi"
"801","UCD_Lehmann_0893",1,2,17,"97.10","Yanxi"
"802","UCD_Lehmann_0893",1,2,18,"102.50","Yanxi"
"803","UCD_Lehmann_0893",2,3,1,"8.19","Yanxi"
"804","UCD_Lehmann_0893",2,3,2,"9.95","Yanxi"
"805","UCD_Lehmann_0893",2,3,3,"10.95","Yanxi"
"806","UCD_Lehmann_0893",2,3,4,"12.25","Yanxi"
"807","UCD_Lehmann_0893",2,3,5,"13.50","Yanxi"
"808","UCD_Lehmann_0893",2,3,6,"13.50","Yanxi"
"809","UCD_Lehmann_0893",2,3,7,"15.75","Yanxi"
"810","UCD_Lehmann_0893",2,3,8,"15.75","Yanxi"
"811","UCD_Lehmann_0893",2,3,9,"10.50","Yanxi"
"812","UCD_Lehmann_0893",2,3,10,"10.50","Yanxi"
"813","UCD_Lehmann_0893",2,3,11,"12.25","Yanxi"
"814","UCD_Lehmann_0893",2,3,12,"29.50","Yanxi"
"815","UCD_Lehmann_0893",2,3,13,"31.50","Yanxi"
"816","UCD_Lehmann_0893",2,3,14,"35.00","Yanxi"
"817","UCD_Lehmann_0893",2,3,15,"11.50","Yanxi"
"818","UCD_Lehmann_0893",2,3,16,"13.50","Yanxi"
"819","UCD_Lehmann_0893",2,3,17,"26.50","Yanxi"
"820","UCD_Lehmann_0893",2,3,18,"26.50","Yanxi"
"821","UCD_Lehmann_0893",2,4,1,"88.45","Yanxi"
"822","UCD_Lehmann_0893",2,4,2,"107.45","Yanxi"
"823","UCD_Lehmann_0893",2,4,3,"118.25","Yanxi"
"824","UCD_Lehmann_0893",2,4,4,"132.30","Yanxi"
"825","UCD_Lehmann_0893",2,4,5,"145.80","Yanxi"
"826","UCD_Lehmann_0893",2,4,6,"145.80","Yanxi"
"827","UCD_Lehmann_0893",2,4,7,"170.10","Yanxi"
"828","UCD_Lehmann_0893",2,4,8,"170.10","Yanxi"
"829","UCD_Lehmann_0893",2,4,9,"114.15","Yanxi"
"830","UCD_Lehmann_0893",2,4,10,"114.15","Yanxi"
"831","UCD_Lehmann_0893",2,4,11,"132.30","Yanxi"
"832","UCD_Lehmann_0893",2,4,12,"318.60","Yanxi"
"833","UCD_Lehmann_0893",2,4,13,"340.00","Yanxi"
"834","UCD_Lehmann_0893",2,4,14,"378.00","Yanxi"
"835","UCD_Lehmann_0893",2,4,15,"124.20","Yanxi"
"836","UCD_Lehmann_0893",2,4,16,"145.80","Yanxi"
"837","UCD_Lehmann_0893",2,4,17,"286.20","Yanxi"
"838","UCD_Lehmann_0893",2,4,18,"286.20","Yanxi"
"839","UCD_Lehmann_1048",1,1,1,"3.79","Yanxi"
"840","UCD_Lehmann_1048",1,1,2,"3.79","Yanxi"
"841","UCD_Lehmann_1048",1,1,3,"9.75","Yanxi"
"842","UCD_Lehmann_1048",1,1,4,"3.79","Yanxi"
"843","UCD_Lehmann_1048",1,1,5,"3.79","Yanxi"
"844","UCD_Lehmann_1048",1,2,1,"40.93","Yanxi"
"845","UCD_Lehmann_1048",1,2,2,"40.93","Yanxi"
"846","UCD_Lehmann_1048",1,2,3,"105.30","Yanxi"
"847","UCD_Lehmann_1048",1,2,4,"40.93","Yanxi"
"848","UCD_Lehmann_1048",1,2,5,"40.93","Yanxi"
"849","UCD_Lehmann_1106",1,1,1,"25.95","Yanxi"
"850","UCD_Lehmann_1106",1,1,2,"26.95","Yanxi"
"851","UCD_Lehmann_1106",1,1,3,"29.95","Yanxi"
"852","UCD_Lehmann_1106",2,2,1,"19.95","Yanxi"
"853","UCD_Lehmann_1106",2,2,2,"24.95","Yanxi"
"854","UCD_Lehmann_1106",2,2,3,"25.95","Yanxi"
"855","UCD_Lehmann_1106",3,3,1,"26.95","Yanxi"
"856","UCD_Lehmann_1106",3,3,2,"27.95","Yanxi"
"857","UCD_Lehmann_1106",3,3,3,"27.95","Yanxi"
"858","UCD_Lehmann_1106",4,4,1,"68.50","Yanxi"
"859","UCD_Lehmann_1106",5,5,1,"20.75","Yanxi"
"860","UCD_Lehmann_1198",1,1,1,"2.78","Yanxi"
"861","UCD_Lehmann_1198",1,1,2,"4.63","Yanxi"
"862","UCD_Lehmann_1198",1,1,3,"6.99","Yanxi"
"863","UCD_Lehmann_1198",1,1,4,"13.20","Yanxi"
"864","UCD_Lehmann_1198",1,1,5,"3.25","Yanxi"
"865","UCD_Lehmann_1198",1,1,6,"3.38","Yanxi"
"866","UCD_Lehmann_1198",1,1,7,"4.17","Yanxi"
"867","UCD_Lehmann_1198",1,1,8,"5.95","Yanxi"
