file,ark,rotation,rad,dx,dy,x,y,cx,cy,unrotated,rotated
UCD_Lehmann_0764,d7c889-005,1.19,0.0207694180987325,-62,41,4124,-6082,2062,-3041,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7c889/media/images/d7c889-005/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7c889/media/images/d7c889-005/svc:iiif/full/full/1.19/default.jpg
UCD_Lehmann_0772,d7c889-013,1.02,0.0178023583703422,-54,36,4108,-6072,2054,-3036,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7c889/media/images/d7c889-013/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7c889/media/images/d7c889-013/svc:iiif/full/full/1.02/default.jpg
UCD_Lehmann_0768,d7c889-009,0.62,0.0108210413623648,-33,22,4066,-6044,2033,-3022,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7c889/media/images/d7c889-009/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7c889/media/images/d7c889-009/svc:iiif/full/full/0.62/default.jpg
UCD_Lehmann_0773,d7c889-014,1.17,0.0204203522483337,-61,41,4122,-6082,2061,-3041,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7c889/media/images/d7c889-014/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7c889/media/images/d7c889-014/svc:iiif/full/full/1.17/default.jpg
UCD_Lehmann_0769,d7c889-010,359.86,6.28074184622679,-8,5,4016,-6010,2008,-3005,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7c889/media/images/d7c889-010/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7c889/media/images/d7c889-010/svc:iiif/full/full/359.86/default.jpg
UCD_Lehmann_0766,d7c889-007,1.01,0.0176278254451427,-53,35,4106,-6070,2053,-3035,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7c889/media/images/d7c889-007/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7c889/media/images/d7c889-007/svc:iiif/full/full/1.01/default.jpg
UCD_Lehmann_0762,d7c889-003,0.61,0.0106465084371654,-32,22,4064,-6044,2032,-3022,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7c889/media/images/d7c889-003/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7c889/media/images/d7c889-003/svc:iiif/full/full/0.61/default.jpg
UCD_Lehmann_0767,d7c889-008,358.9,6.26398668540765,-58,38,4116,-6076,2058,-3038,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7c889/media/images/d7c889-008/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7c889/media/images/d7c889-008/svc:iiif/full/full/358.9/default.jpg
UCD_Lehmann_0770,d7c889-011,0.83,0.0144862327915529,-44,29,4088,-6058,2044,-3029,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7c889/media/images/d7c889-011/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7c889/media/images/d7c889-011/svc:iiif/full/full/0.83/default.jpg
UCD_Lehmann_0552,d7nc7f-012,0.05,0.000872664625997165,-3,2,4006,-6004,2003,-3002,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nc7f/media/images/d7nc7f-012/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nc7f/media/images/d7nc7f-012/svc:iiif/full/full/0.05/default.jpg
UCD_Lehmann_0544,d7nc7f-004,358.55,6.25787803302567,-76,50,4152,-6100,2076,-3050,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nc7f/media/images/d7nc7f-004/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nc7f/media/images/d7nc7f-004/svc:iiif/full/full/358.55/default.jpg
UCD_Lehmann_0549,d7nc7f-009,358.8,6.26224135615565,-63,42,4126,-6084,2063,-3042,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nc7f/media/images/d7nc7f-009/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nc7f/media/images/d7nc7f-009/svc:iiif/full/full/358.8/default.jpg
UCD_Lehmann_0554,d7nc7f-014,0.4,0.00698131700797732,-21,14,4042,-6028,2021,-3014,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nc7f/media/images/d7nc7f-014/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nc7f/media/images/d7nc7f-014/svc:iiif/full/full/0.4/default.jpg
UCD_Lehmann_0550,d7nc7f-010,358.86,6.26328855370685,-60,40,4120,-6080,2060,-3040,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nc7f/media/images/d7nc7f-010/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nc7f/media/images/d7nc7f-010/svc:iiif/full/full/358.86/default.jpg
UCD_Lehmann_0545,d7nc7f-005,358.91,6.26416121833285,-57,38,4114,-6076,2057,-3038,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nc7f/media/images/d7nc7f-005/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nc7f/media/images/d7nc7f-005/svc:iiif/full/full/358.91/default.jpg
UCD_Lehmann_0559,d7nc7f-019,359.82,6.280043714526,-10,7,4020,-6014,2010,-3007,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nc7f/media/images/d7nc7f-019/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nc7f/media/images/d7nc7f-019/svc:iiif/full/full/359.82/default.jpg
UCD_Lehmann_0547,d7nc7f-007,0.16,0.00279252680319093,-9,6,4018,-6012,2009,-3006,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nc7f/media/images/d7nc7f-007/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nc7f/media/images/d7nc7f-007/svc:iiif/full/full/0.16/default.jpg
UCD_Lehmann_0551,d7nc7f-011,358.99,6.26555748173444,-53,35,4106,-6070,2053,-3035,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nc7f/media/images/d7nc7f-011/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nc7f/media/images/d7nc7f-011/svc:iiif/full/full/358.99/default.jpg
UCD_Lehmann_0548,d7nc7f-008,357.85,6.24566072826171,-112,73,4224,-6146,2112,-3073,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nc7f/media/images/d7nc7f-008/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nc7f/media/images/d7nc7f-008/svc:iiif/full/full/357.85/default.jpg
UCD_Lehmann_0546,d7nc7f-006,359.77,6.2791710499,-13,9,4026,-6018,2013,-3009,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nc7f/media/images/d7nc7f-006/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nc7f/media/images/d7nc7f-006/svc:iiif/full/full/359.77/default.jpg
UCD_Lehmann_0555,d7nc7f-015,0.54,0.00942477796076938,-29,19,4058,-6038,2029,-3019,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nc7f/media/images/d7nc7f-015/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nc7f/media/images/d7nc7f-015/svc:iiif/full/full/0.54/default.jpg
UCD_Lehmann_0557,d7nc7f-017,0.34,0.00593411945678072,-18,12,4036,-6024,2018,-3012,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nc7f/media/images/d7nc7f-017/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nc7f/media/images/d7nc7f-017/svc:iiif/full/full/0.34/default.jpg
UCD_Lehmann_0556,d7nc7f-016,0.02,0.000349065850398866,-2,1,4004,-6002,2002,-3001,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nc7f/media/images/d7nc7f-016/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nc7f/media/images/d7nc7f-016/svc:iiif/full/full/0.02/default.jpg
UCD_Lehmann_0560,d7nc7f-020,1.83,0.0319395253114962,-95,63,4190,-6126,2095,-3063,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nc7f/media/images/d7nc7f-020/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nc7f/media/images/d7nc7f-020/svc:iiif/full/full/1.83/default.jpg
UCD_Lehmann_0558,d7nc7f-018,359.02,6.26608108051004,-52,34,4104,-6068,2052,-3034,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nc7f/media/images/d7nc7f-018/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nc7f/media/images/d7nc7f-018/svc:iiif/full/full/359.02/default.jpg
UCD_Lehmann_0553,d7nc7f-013,0.6,0.010471975511966,-32,21,4064,-6042,2032,-3021,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nc7f/media/images/d7nc7f-013/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7nc7f/media/images/d7nc7f-013/svc:iiif/full/full/0.6/default.jpg
UCD_Lehmann_3028,d7zc77-002,359.45,6.27358599629362,-29,20,4058,-6040,2029,-3020,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7zc77/media/images/d7zc77-002/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7zc77/media/images/d7zc77-002/svc:iiif/full/full/359.45/default.jpg
UCD_Lehmann_3029,d7zc77-003,0.99,0.0172787595947439,-52,35,4104,-6070,2052,-3035,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7zc77/media/images/d7zc77-003/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7zc77/media/images/d7zc77-003/svc:iiif/full/full/0.99/default.jpg
UCD_Lehmann_3995,d7qc72-025,0.44,0.00767944870877505,-23,16,4046,-6032,2023,-3016,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-025/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-025/svc:iiif/full/full/0.44/default.jpg
UCD_Lehmann_3972,d7qc72-002,0.79,0.0137881010907552,-42,28,4084,-6056,2042,-3028,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-002/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-002/svc:iiif/full/full/0.79/default.jpg
UCD_Lehmann_3996,d7qc72-026,0.43,0.00750491578357562,-23,15,4046,-6030,2023,-3015,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-026/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-026/svc:iiif/full/full/0.43/default.jpg
UCD_Lehmann_3992,d7qc72-022,0.52,0.00907571211037051,-28,19,4056,-6038,2028,-3019,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-022/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-022/svc:iiif/full/full/0.52/default.jpg
UCD_Lehmann_3973,d7qc72-003,0.24,0.00418879020478639,-13,9,4026,-6018,2013,-3009,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-003/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-003/svc:iiif/full/full/0.24/default.jpg
UCD_Lehmann_3994,d7qc72-024,0.21,0.00366519142918809,-11,8,4022,-6016,2011,-3008,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-024/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-024/svc:iiif/full/full/0.21/default.jpg
UCD_Lehmann_3987,d7qc72-017,0.96,0.0167551608191456,-50,34,4100,-6068,2050,-3034,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-017/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-017/svc:iiif/full/full/0.96/default.jpg
UCD_Lehmann_3982,d7qc72-012,0.72,0.0125663706143592,-38,25,4076,-6050,2038,-3025,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-012/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-012/svc:iiif/full/full/0.72/default.jpg
UCD_Lehmann_3978,d7qc72-008,0.21,0.00366519142918809,-11,8,4022,-6016,2011,-3008,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-008/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-008/svc:iiif/full/full/0.21/default.jpg
UCD_Lehmann_3974,d7qc72-004,0.8,0.0139626340159546,-42,28,4084,-6056,2042,-3028,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-004/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-004/svc:iiif/full/full/0.8/default.jpg
UCD_Lehmann_3991,d7qc72-021,0.65,0.0113446401379631,-34,23,4068,-6046,2034,-3023,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-021/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-021/svc:iiif/full/full/0.65/default.jpg
UCD_Lehmann_3988,d7qc72-018,0.58,0.0101229096615671,-31,21,4062,-6042,2031,-3021,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-018/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-018/svc:iiif/full/full/0.58/default.jpg
UCD_Lehmann_3980,d7qc72-010,0.33,0.00575958653158129,-18,12,4036,-6024,2018,-3012,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-010/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-010/svc:iiif/full/full/0.33/default.jpg
UCD_Lehmann_3975,d7qc72-005,0.61,0.0106465084371654,-32,22,4064,-6044,2032,-3022,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-005/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-005/svc:iiif/full/full/0.61/default.jpg
UCD_Lehmann_3977,d7qc72-007,0.72,0.0125663706143592,-38,25,4076,-6050,2038,-3025,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-007/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-007/svc:iiif/full/full/0.72/default.jpg
UCD_Lehmann_4000,d7qc72-030,359.92,6.28178904377799,-5,3,4010,-6006,2005,-3003,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-030/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-030/svc:iiif/full/full/359.92/default.jpg
UCD_Lehmann_3983,d7qc72-013,0.77,0.0134390352403563,-41,27,4082,-6054,2041,-3027,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-013/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-013/svc:iiif/full/full/0.77/default.jpg
UCD_Lehmann_3984,d7qc72-014,0.1,0.00174532925199433,-6,4,4012,-6008,2006,-3004,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-014/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-014/svc:iiif/full/full/0.1/default.jpg
UCD_Lehmann_3976,d7qc72-006,0.26,0.00453785605518526,-14,10,4028,-6020,2014,-3010,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-006/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-006/svc:iiif/full/full/0.26/default.jpg
UCD_Lehmann_3979,d7qc72-009,1.16,0.0202458193231342,-61,40,4122,-6080,2061,-3040,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-009/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-009/svc:iiif/full/full/1.16/default.jpg
UCD_Lehmann_3971,d7qc72-001,359.76,6.2789965169748,-13,9,4026,-6018,2013,-3009,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-001/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-001/svc:iiif/full/full/359.76/default.jpg
UCD_Lehmann_3998,d7qc72-028,0.71,0.0123918376891597,-38,25,4076,-6050,2038,-3025,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-028/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7qc72/media/images/d7qc72-028/svc:iiif/full/full/0.71/default.jpg
UCD_Lehmann_1480,d7d59z-003,0.07,0.00122173047639603,-4,3,4008,-6006,2004,-3003,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7d59z/media/images/d7d59z-003/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7d59z/media/images/d7d59z-003/svc:iiif/full/full/0.07/default.jpg
UCD_Lehmann_1485,d7d59z-008,359.97,6.28266170840399,-2,2,4004,-6004,2002,-3002,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7d59z/media/images/d7d59z-008/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7d59z/media/images/d7d59z-008/svc:iiif/full/full/359.97/default.jpg
UCD_Lehmann_1482,d7d59z-005,0.42,0.00733038285837618,-22,15,4044,-6030,2022,-3015,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7d59z/media/images/d7d59z-005/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7d59z/media/images/d7d59z-005/svc:iiif/full/full/0.42/default.jpg
UCD_Lehmann_1481,d7d59z-004,0.28,0.00488692190558412,-15,10,4030,-6020,2015,-3010,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7d59z/media/images/d7d59z-004/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7d59z/media/images/d7d59z-004/svc:iiif/full/full/0.28/default.jpg
UCD_Lehmann_1484,d7d59z-007,358.98,6.26538294880924,-54,36,4108,-6072,2054,-3036,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7d59z/media/images/d7d59z-007/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d7d59z/media/images/d7d59z-007/svc:iiif/full/full/358.98/default.jpg
UCD_Lehmann_3315,d78p40-036,0.39,0.00680678408277788,-21,14,4042,-6028,2021,-3014,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d78p40/media/images/d78p40-036/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d78p40/media/images/d78p40-036/svc:iiif/full/full/0.39/default.jpg
UCD_Lehmann_3304,d78p40-025,359.89,6.28126544500239,-6,4,4012,-6008,2006,-3004,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d78p40/media/images/d78p40-025/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d78p40/media/images/d78p40-025/svc:iiif/full/full/359.89/default.jpg
UCD_Lehmann_3284,d78p40-005,0.21,0.00366519142918809,-11,8,4022,-6016,2011,-3008,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d78p40/media/images/d78p40-005/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d78p40/media/images/d78p40-005/svc:iiif/full/full/0.21/default.jpg
UCD_Lehmann_3319,d78p40-040,0.03,0.000523598775598299,-2,2,4004,-6004,2002,-3002,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d78p40/media/images/d78p40-040/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d78p40/media/images/d78p40-040/svc:iiif/full/full/0.03/default.jpg
UCD_Lehmann_3286,d78p40-007,0.37,0.00645771823237902,-20,13,4040,-6026,2020,-3013,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d78p40/media/images/d78p40-007/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d78p40/media/images/d78p40-007/svc:iiif/full/full/0.37/default.jpg
UCD_Lehmann_3303,d78p40-024,358.56,6.25805256595087,-75,50,4150,-6100,2075,-3050,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d78p40/media/images/d78p40-024/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d78p40/media/images/d78p40-024/svc:iiif/full/full/358.56/default.jpg
UCD_Lehmann_3320,d78p40-041,359.61,6.27637852309681,-21,14,4042,-6028,2021,-3014,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d78p40/media/images/d78p40-041/svc:iiif/full/full/0/default.jpg,https://sandbox.dams.library.ucdavis.edu/fcrepo/rest/collection/sherry-lehmann/catalogs/d78p40/media/images/d78p40-041/svc:iiif/full/full/359.61/default.jpg
